document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
396505aaf67c46b9ec1a6818d8fb9af6,47,Sono gli standard che misurano la qualità delle prestazioni che l'utente è in grado di valutare direttamente nel rapporto quotidiano con i singoli servizi resi dal soggetto gestore attraverso la società esecutrice degli stessi.,Si usano regole che misurano la qualità dei servizi che utilizzano per valutare direttamente i servizi offerti dal gestore attraverso la società che lo gestisce.,25,26,136,137,58,21,20,1,0,6,6,0,0,1,3,5,0,0,4,0,1,0,0,0,6,0,84.0,46.6,30.19999999999999,0.52,23,21,2,0,80.19348382949829,97,9,21,8,17
396505aaf67c46b9ec1a6818d8fb9af6,48,"L'organizzazione dei servizi è definita dal progetto approvato dal Comune di Viterbo, disponibile e consultabile da tutti presso gli uffici del Comune di Viterbo, del soggetto gestore ATI e dell'azienda esecutrice dei servizi.","La società che gestisce i servizi dipende dal progetto approvato dal Comune di Viterbo e disponibile in tutti gli uffici, inclusi il responsabile ATI e l'azienda che gestisce i servizi.",31,33,154,156,66,25,21,1,0,7,5,0,0,0,7,2,0,1,4,3,2,0,2,0,5,0,80.64516129032258,49.0,36.61290322580646,0.41935483870967744,27,25,2,3,75.02941489219666,84,14,15,14,8
396505aaf67c46b9ec1a6818d8fb9af6,49,"Nel Progetto sono indicate:
- la tipologia dei rifiuti da raccogliere;
- le modalità di organizzazione della raccolta (es. porta a porta, contenitori stradali, stazioni ecologiche) e dello spazzamento;
- le caratteristiche dei contenitori;
- le modalità e i tempi di conferimento;
- le frequenze di svuotamento dei contenitori.
- gli altri servizi","Nel Progetto vengono indicato:<unk>- i rifiuti da raccogliere;<unk>- le tipologie di rifiuti da raccogliere;<unk>- come vengono raccolti, stazioni ecologiche e spazzamento;<unk>- i tempi e i tempi per contenere;<unk>- le frequenze di svuotamento dei bidoni;<unk>- gli altri servizi.",37,39,244,246,97,27,25,1,0,14,4,0,0,0,6,0,0,2,8,0,2,0,2,1,0,4,72.97297297297297,31.16216216216216,-1.4054054054054177,0.5405405405405406,28,25,3,4,74.62067604064941,134,12,22,6,17
396505aaf67c46b9ec1a6818d8fb9af6,50,"Per una più accurata informazione, la descrizione dei servizi previsti nel Comune di Viterbo, viene illustrata attraverso schede specifiche allegate alla presente Carta e aggiornate annualmente.","Per sapere più dettagliato i servizi del Comune di Viterbo, la descrizione dei servizi, viene fatta usando schede specifiche indicate nella Carta e aggiornate ogni anno.",26,29,141,144,58,25,23,1,0,6,6,0,0,1,3,0,0,2,5,2,3,0,1,0,4,2,96.15384615384616,46.30769230769231,34.99999999999997,0.5769230769230769,21,18,4,2,68.48293542861938,95,10,11,8,7
396505aaf67c46b9ec1a6818d8fb9af6,51,"Raccolta e trasporto dei rifiuti urbani:
- raccolta domiciliare per le utenze domestiche e non domestiche per indifferenziato, organico, carta e cartone, cartone selettivo, multimateriale leggero, imballaggi in vetro;
- raccolta stradale presso le isole ecologiche per indifferenziato e organico, carta e cartone, multimateriale leggero, imballaggi in vetro;
- raccolta presso i cimiteri;
- raccolta domiciliare di sfalci e potature;
- raccolta domiciliare a richiesta di prodotti sanitari assorbenti;
- raccolta stradale di tessili;
- raccolta stradale di RUP (Rifiuti Urbani Pericolosi);
- raccolta stradale di olii e grassi vegetali esausti;
- raccolta a chiamata di ingombranti e RAEE;
- raccolta presso grandi utenze (presidio ospedaliero Belcolle)
- Lavaggio dei contenitori e bidoni carrellati per la raccolta della frazione organica","La raccolta e trasporto dei rifiuti urbani:<unk>- Ri raccolta e trasporto dei rifiuti nella città:<unk>- Tra raccolta e trasporto dei rifiuti urbani:<unk>- Tra raccolta e trasporto dei rifiuti domestici.<unk>- Raccolta in casa per le famiglie e le abitazioni con indifferenziati, organici, carta e cartone, cartone selettivo, Multimateriale leggero, imballaggi in vetro.<unk>- Tra raccolta ospedaliere in cimiteri e cimiteri, in raccolta in casa;<unk>- Conservazione dei contenitori e bidoni carrellati per raccogliere l'organica.",72,79,453,460,185,39,35,1,0,31,4,2,0,1,4,0,0,3,17,2,7,0,8,0,4,0,54.166666666666664,30.25,-33.013888888888914,0.5416666666666666,52,43,9,8,83.61750841140747,445,23,61,12,40
396505aaf67c46b9ec1a6818d8fb9af6,52,rispetto delle frequenze di raccolta definite dal progetto tecnico.,La raccolta prevista dal progetto tecnico ha dato le informazioni sul volume di raccolta definiti dal programma tecnico.,18,19,102,103,42,15,14,1,0,6,4,0,0,0,2,0,0,2,4,0,1,0,0,0,4,0,83.33333333333334,49.0,36.333333333333314,0.6666666666666666,15,15,0,1,70.3199028968811,56,10,4,9,3
396505aaf67c46b9ec1a6818d8fb9af6,53,rispetto degli orari di apertura.,Raccogliamo i orari di apertura.,5,6,27,28,11,5,5,1,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,100.0,95.0,57.99999999999997,0.6,4,4,0,1,73.70074987411499,11,2,2,1,1
396505aaf67c46b9ec1a6818d8fb9af6,54,rispetto degli orari di apertura,Le regole per chiudere gli orari di apertura,8,8,37,37,15,8,7,1,0,3,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,100.0,80.25,76.125,0.5,8,8,0,1,64.31707739830017,14,5,2,5,1
396505aaf67c46b9ec1a6818d8fb9af6,55,"Servizi di spazzamento e igiene urbana:
- Spazzamento manuale del suolo pubblico;
- Spazzamento misto del suolo pubblico;
- Svuotamento cestini gettacarte, raccolta siringhe, rimozione foglie, rimozione guano di piccione, rimozione deiezioni animali nella rete stradale coperta dai servizi di spazzamento manuale o misto, nell'ambito dei quali il servizio stesso risulta ricompreso;
- Pulizia fiere e mercati programmabili;
- Rimozione rifiuti leggeri abbandonati;
- Pulizia in aree cimiteriali","Raccolta e pulizia dei rifiuti sulla città:<unk>- Spazzamento manuale del suolo pubblico<unk>- Spazzamento misto del suolo pubblico<unk>- Spazzamento misto del suolo pubblico<unk>- Spazzamento misto del suolo pubblico<unk>- Svuotamento cestini gettacarte, raccolta siringhe, rimozione guasti, rimozione dei guasti di piccione, rimozione deiezioni animali nella rete stradale coperta dai servizi di pulizia dei rifiuti leggeri abbandonati<unk>- Pulizia dei rifiuti abbandonati<unk>- Pulizia nelle case coperta dalle macchinette e della raccolta.",79,84,473,478,198,40,36,2,0,37,3,0,0,0,0,0,0,14,16,1,11,0,2,0,3,0,50.63291139240506,36.721518987341774,3.588607594936718,0.6835443037974683,40,21,15,9,74.10064339637756,251,24,23,6,15
396505aaf67c46b9ec1a6818d8fb9af6,56,rispetto delle frequenze di raccolta definite dal progetto.,Miglioreremo la frequenza di raccolta del progetto e controlliamo eventuali e infermieristiche in base ai tempi stabiliti.,17,18,105,106,42,16,16,1,0,5,2,0,0,0,1,0,0,3,4,0,1,0,2,0,2,0,94.11764705882352,44.88235294117647,28.411764705882348,0.5882352941176471,12,11,1,3,39.2514705657959,73,14,5,9,3
396505aaf67c46b9ec1a6818d8fb9af6,57,"Il soggetto gestore, nell'ambito del servizio di Igiene Urbana, esegue altri servizi che rientrano nella più ampia sfera dell'Igiene Ambientale.",Il responsabile della pulizia delle strade fornisce altri servizi per migliorare la qualità della vita urbana.,16,17,94,95,39,15,13,1,0,6,2,0,0,0,2,0,0,2,4,0,1,0,0,0,2,0,93.75,49.0,31.5625,0.625,13,11,2,0,63.081830739974976,76,13,19,10,14
396505aaf67c46b9ec1a6818d8fb9af6,58,"Tali servizi sono:
- servizio di ripasso pomeridiano per la rimozione dei conferimenti impropri/rifiuti abbandonati nel centro storico;
- raccolte stradali aggiuntive presso alcune isole ecologiche comunali sensibili;
- ragnatura di rifiuti abbandonati presso le isole ecologiche comunali;
- diserbo dei marciapiedi comunali; 4. pulizia caditoie;
- cancellazione scritte abusive e rimozione manifesti abusivi;
- rimozione rifiuti abbandonati e depositi abusivi;
- rimozione carogne animali;
- servizi di pronto intervento;
- servizi sgombero neve;
- servizi occasionali","Il servizio è:<unk>- Ripasso pomeridiano per eliminare i conferimenti sbagliati e dei rifiuti abbandonati nel centro storico;<unk>- Traspolture di strada aggiuntive presso altre isole ecologiche comunali;<unk>- Decrescere i marciapiedi comunali;<unk>- rimuovere scritte abusive e smaltire manifesti abusivi;<unk>- rimuovere carogne animali;<unk>- pulizia dei marciapiedi comunali e mancanza di rifiuti;<unk>- smaltimento dei rifiuti abbandonati e depositi abusivi;<unk>- pulizia dei marciapiedi comunali, parcheggio delle caditoie;<unk>- pulizia delle caditoie;<unk>- pulizia delle caditoie;<unk>- pulizia del marciapiedi comunali;<unk>- pulizia delle caditoie;<unk>- rimozione dei rifiuti abbandonati e depositi abusivi;<unk>- pulizia dei marciapiedi comunali;<unk>- pulizia dei marciapiedi comunali;<unk>- rimozione di cadoundsi;<unk>- pulizia in caditoie;<unk>- pulizia delle caditoie;<unk>- pulizia caditoie;<unk>- pulire le caditoie;<unk>- pulizia delle caditoie, pulizia dei marciapiedi comunali;<unk>- pulizia delle caditoie;<unk>- pulizia delle caditoie;<unk>- pulizia delle caditoie;<unk>- raccolta degli animali;<unk>- pulizia con carogne animali;<unk>- pulizia delle strade;<unk>- sgombero neve;<unk>- pulizia delle case;<unk>- pulizia delle fogne;<unk>- pulizia delle fogne;<unk>- pulizia delle fogne e delle strade;<unk>- pulizia delle caddite;<unk>- pulizia delle fogne;<unk>- sgombero neve.",155,158,1248,1251,498,63,60,1,0,61,7,1,0,2,6,0,0,28,38,5,3,0,7,0,7,0,40.64516129032258,10.41935483870968,-157.83870967741936,0.632258064516129,77,32,44,10,73.78487586975098,906,75,24,17,15
396505aaf67c46b9ec1a6818d8fb9af6,59,ove attivati i servizi saranno erogati in conformità al contratto di servizio.,"Se ci saranno servizi, possiamo iniziare a fare per partecipare al contratto di servizio.",14,16,74,76,31,14,13,1,0,3,5,0,0,0,0,1,0,0,4,0,2,0,0,1,5,0,100.0,57.57142857142857,48.071428571428555,0.5714285714285714,13,13,0,3,78.62867712974548,39,8,6,8,4
396505aaf67c46b9ec1a6818d8fb9af6,60,"Informazione e comunicazione:
- redazione della carta dei servizi;
- attivazione numero verde e modalità di informazione e comunicazione con le utenze;
- introduzione di una piattaforma di interazione su molteplici canali al fine di soddisfare a pieno le esigenze dell'utenza in grado di acquisire risposte alle proprie richieste, facilmente e in piena autonomia nonché di massimizzare le performance di efficienza ed efficacia nell'erogazione dei servizi",Informazione e comunicazione:<unk>- Offrire una carta dei servizi;<unk>- attivare un numero verde e comunicare con le utenti;<unk>- creare un gruppo di utenti che possano ricevere risposte facilmente e in modo indipendente per garantire la qualità e l'efficacia dei servizi offerti.,41,42,242,243,102,36,33,1,0,11,8,0,0,1,6,1,0,3,6,0,2,0,4,0,8,0,87.8048780487805,37.292682926829265,3.292682926829258,0.5609756097560976,34,31,3,5,76.7274796962738,234,22,36,17,26
396505aaf67c46b9ec1a6818d8fb9af6,61,"La Piattaforma è in grado di:
- gestire molteplici chiamate;
- acquistare numerazioni dedicate al servizio di assistenza e supporto (numeri verdi e numeri geografici);
- rispondere alle chiamate direttamente dal proprio browser, telefono fisso o mobile;
- ricevere e inviare SMS;
- fornire informazioni generali sulle modalità di effettuazione del servizio, sui calendari di raccolta, sulla corretta differenziazione dei rifiuti e sulle relative normative vigenti.
- acquisire prenotazioni per il ritiro gratuito ingombranti, Raee e sfalci a domicilio;
- disporre di dati e report utili alla comprensione e al miglioramento dei processi gestionali interni","La Piattaforma ha le seguenti caratteristiche:<unk>- gestire due chiamate direttamente online, il tuo telefono fisso o un cellulare;<unk>- rispondere alle chiamate tramite email direttamente al suo telefono fisso o sul cellulare;<unk>- ricevere e mandare SMS;<unk>- fornire informazioni generali sulle modalità di effettuare il servizio, sui calendari di raccolta, sulla differenziazione dei rifiuti e sulle leggi vigenti;<unk>- ottenere prenotazioni per ritirare gratuitamente in ingombranti, Rae e sfalci a casa;<unk>- includere dati e report utili per capire e migliorare i processi gestionali interni.",81,86,520,525,217,67,60,1,0,22,13,1,0,3,8,0,0,10,16,1,5,0,7,0,13,0,82.71604938271605,28.50617283950617,-49.1358024691358,0.5925925925925926,59,51,7,11,79.70965504646301,236,28,33,18,23
396505aaf67c46b9ec1a6818d8fb9af6,62,"Le interazioni possono avvenire tra due o più punti di contatto (end-points) umani, ossia tra utenza e operatore umano (risposte a chiamate telefoniche, invio di SMS, sessioni di chat, video, e-mail...);","Le interazioni possono avvenire tra due o più punti di contatto tra un'azienda o un operatore umano, inclusa i telefoni (tel-points) o l'utente, quando si ricevono SMS, email, e-mail) all'interno di un'azienda che gestisce le comunicazioni, l'invio di messaggi, le sessioni di chat, i video e la email.",54,66,243,255,100,42,37,1,0,22,5,1,0,0,12,2,0,1,7,0,11,0,4,1,5,0,77.77777777777779,49.55555555555556,31.629629629629633,0.5185185185185185,45,41,4,8,86.2817645072937,118,27,8,22,7
396505aaf67c46b9ec1a6818d8fb9af6,63,"Le interazioni possono avvenire tra due o più punti di contatto umani e automatici, ossia tra utenza e servizi di automazione self-service, come operatori e assistenti virtuali, chatbot, web form, IVR. Esempi di questa seconda categoria sono: la richiesta di informazioni che un cliente effettua in modalità self-service tramite navigazione di un menù IVR o tramite conversazione con un operatore virtuale intelligente; la compilazione di un modulo web per l'invio di un'e-mail; la creazione di un ticket dal Customer Portal per la segnalazione di un disservizio.","Le interazioni possono avvenire su due o più luoghi di contatto umani e automati, chiamate operatori e assistenti virtuali, chatbot e IVR. Si possono chiedere informazioni con un cliente tramite internet o parlare con un operatore virtuale. Compilare un modulo web e attivare un ticket dal Customer Portal per segnalare eventuali problemi.",52,57,283,288,118,43,41,3,1,15,9,1,0,0,6,1,0,4,7,2,5,0,6,0,9,0,82.6923076923077,51.88461538461539,41.16666666666667,0.5384615384615384,45,36,9,7,85.38553714752197,226,13,40,12,29
396505aaf67c46b9ec1a6818d8fb9af6,64,Le interazioni possono avvenire tra due o più punti contatto automatici.,Le interazioni possono avvenire in due o più punti contato automatici.,11,12,59,60,27,11,11,1,0,2,3,1,0,0,2,0,0,1,1,0,1,0,1,0,3,0,100.0,62.63636363636364,35.45454545454547,0.5454545454545454,10,9,1,1,96.38840556144714,4,2,2,2,2
396505aaf67c46b9ec1a6818d8fb9af6,65,"Le richieste dell'utenza, ricevute dai diversi canali di comunicazione, possono essere convertite in ticket. definito come qualsiasi che i vostri clienti inviano al vostro servizio assistenza aziendale, indipendentemente dal canale di comunicazione scelto.","Le richieste dei clienti, inviate da diversi canali di comunicazione, possono essere convertite in ticket. Questo serve a qualsiasi persona invia al suo servizio assistenza aziendale, non dipende dai canali scelto.",31,36,179,184,72,30,29,2,0,9,7,0,0,1,4,1,0,2,7,0,5,0,0,0,4,3,96.7741935483871,50.61290322580645,39.53225806451613,0.6129032258064516,27,24,3,2,89.85340595245361,70,11,13,10,11
396505aaf67c46b9ec1a6818d8fb9af6,66,"Un ticket può essere creato manualmente dagli operatori umani o da sistemi di automazione self-service (come V-Voice, V-Agent, Customer Portal ...).","Un ticket può essere creato direttamente dai operatori umani o da sistemi di automazione auto-service come V-Voice, V-Agent, Customer Portal.",21,25,118,122,51,21,21,1,1,7,3,0,0,1,1,0,0,2,4,2,3,0,1,0,0,3,100.0,47.095238095238095,27.14285714285714,0.6190476190476191,13,12,1,2,94.71775889396667,13,3,3,2,0
396505aaf67c46b9ec1a6818d8fb9af6,67,Ogni ticket è assegnato a un operatore umano responsabile della sua lavorazione e contiene al proprio interno le varie interazioni avvenute tra l'operatore stesso e l'utenza.,Ogni ticket è assegnato a un operatore che si occupa della lavorazione del suo lavoro e contiene tutte le interazioni tra l'operatore e il cliente.,26,27,122,123,53,24,21,1,0,7,4,0,0,0,7,2,0,0,4,0,1,0,2,0,2,2,92.3076923076923,53.61538461538461,47.5,0.4230769230769231,23,18,5,3,88.98716568946838,60,9,10,8,8
396505aaf67c46b9ec1a6818d8fb9af6,68,"A livello di struttura, un ticket presuppone la presenza di:
- Titolo: l'oggetto della richiesta; 
- Proprietà o Campi: l'insieme delle informazioni utili all'agente per la completa gestione e risoluzione del ticket (ad es. cognome, nome, indirizzo, telefono, e-mail);
- Stato: lo stato di avanzamento nella risoluzione della richiesta (es. aperto, in lavorazione, sospeso, risolto, chiuso);
- Priorità: il livello di importanza e urgenza assegnato a ciascun ticket (es. bassa, media, alta);
- Assegnatario: l'agente a cui viene assegnato il ticket e responsabile della sua corretta gestione;
- Descrizione o note: informazioni, promemoria, descrizioni utili all'agente","Ogni struttura ha:<unk>- Nome, indirizzo o campi: l'insieme delle informazioni utili all'ente per gestire e risolvere il ticket (ad esempio cognome, nome, indirizzo, telefono, e-mail):<unk>- Stato: il periodo di scadenza della richiesta (come la scadenza, la sospensione o la chiusura);<unk>- Garantendo che ogni tipo di autorità si occuperà del passaggio dalla richiesta (come la casa, il nome, il indirizzo, il telefono, la e-mail);<unk>- Nome, indirizzo, telefono, e-mail;<unk>- Garanzatario: l'ente che gestisce il ticket e responsabile della loro gestione;<unk>- Descrizione o note: informazioni, promemoria, descrizioni utili all'utente;<unk>- Descrizione o note: informazioni, promemoria e descrizioni utili all'utente.",103,131,604,632,247,60,55,6,0,47,5,0,0,0,16,2,0,3,14,5,28,0,10,1,5,0,58.252427184466015,47.83495145631068,32.95954692556633,0.5339805825242718,79,75,4,13,78.69907021522522,376,37,48,25,38
